Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71928006,3,"Thursday, January 24, 2013 13:50:59 UTC",39.3740,-120.4543,2.4,9.60,31,"Northern California"
nc,71927996,5,"Thursday, January 24, 2013 13:22:52 UTC",40.4187,-125.0838,2.8,0.10,44,"offshore Northern California"
ak,10644132,3,"Thursday, January 24, 2013 12:58:16 UTC",51.3074,-178.2228,2.7,32.20,16,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60497212,1,"Thursday, January 24, 2013 12:57:12 UTC",48.5097,-122.6660,1.0,22.90,14,"San Juan Islands region, Washington"
nc,71927981,0,"Thursday, January 24, 2013 12:40:40 UTC",38.5760,-119.6043,1.8,3.90, 6,"Northern California"
ak,10643998,2,"Thursday, January 24, 2013 12:36:29 UTC",61.0974,-150.3603,1.9,44.70,33,"Southern Alaska"
ak,10644003,2,"Thursday, January 24, 2013 12:35:55 UTC",64.7882,-148.8400,1.0,0.00,12,"Central Alaska"
ak,10643996,2,"Thursday, January 24, 2013 12:28:46 UTC",63.9350,-148.5837,1.6,113.30,29,"Central Alaska"
nn,00400715,9,"Thursday, January 24, 2013 12:15:51 UTC",38.5802,-119.5937,1.5,8.00,16,"Northern California"
pr,13024002,0,"Thursday, January 24, 2013 12:13:16 UTC",19.5214,-64.3622,3.0,77.00, 6,"Virgin Islands region"
ak,10646691,2,"Thursday, January 24, 2013 12:07:01 UTC",62.0641,-145.1626,1.3,18.20,11,"Central Alaska"
nn,00400714,9,"Thursday, January 24, 2013 12:04:45 UTC",38.1587,-118.0118,1.6,4.00,26,"Nevada"
ci,15277065,2,"Thursday, January 24, 2013 12:02:26 UTC",34.2918,-116.9095,1.3,8.30,60,"Southern California"
ak,10643988,2,"Thursday, January 24, 2013 11:54:55 UTC",63.5610,-147.3236,1.6,6.80,22,"Central Alaska"
nc,71927961,3,"Thursday, January 24, 2013 11:50:15 UTC",36.5927,-121.1463,2.3,11.70,63,"Central California"
nc,71927966,2,"Thursday, January 24, 2013 11:49:36 UTC",36.5958,-121.1462,1.6,11.50,39,"Central California"
ak,10643983,3,"Thursday, January 24, 2013 11:40:34 UTC",62.8484,-150.4265,1.4,85.60,19,"Central Alaska"
nn,00400713,9,"Thursday, January 24, 2013 11:35:11 UTC",38.5611,-119.6157,1.5,2.00,16,"Northern California"
nn,00400712,9,"Thursday, January 24, 2013 11:27:28 UTC",38.5611,-119.6157,1.2,8.00, 9,"Northern California"
nc,71927951,9,"Thursday, January 24, 2013 11:22:57 UTC",40.4415,-125.6360,4.0,17.90,55,"offshore Northern California"
nc,71927946,1,"Thursday, January 24, 2013 11:18:45 UTC",38.8427,-122.8277,1.3,2.40,26,"Northern California"
ak,10646688,2,"Thursday, January 24, 2013 11:09:12 UTC",52.0032,-166.8935,2.8,25.00,21,"Fox Islands, Aleutian Islands, Alaska"
ak,10643969,2,"Thursday, January 24, 2013 11:07:59 UTC",63.2689,-151.3270,1.7,8.80,19,"Central Alaska"
us,c000eurh,6,"Thursday, January 24, 2013 10:39:54 UTC",38.6078,73.4927,4.5,113.50,37,"Tajikistan"
ak,10646686,2,"Thursday, January 24, 2013 10:30:04 UTC",62.8479,-150.3759,1.4,84.10,15,"Central Alaska"
nc,71927931,3,"Thursday, January 24, 2013 10:26:50 UTC",40.2857,-124.4452,2.4,20.30,19,"offshore Northern California"
nc,71927926,2,"Thursday, January 24, 2013 10:21:26 UTC",38.5560,-119.6133,2.1,9.80,13,"Northern California"
nn,00400708,9,"Thursday, January 24, 2013 10:17:47 UTC",38.1542,-117.9702,2.0,0.80,30,"Nevada"
nn,00400706,9,"Thursday, January 24, 2013 10:06:35 UTC",38.2138,-118.0454,1.2,16.00, 5,"Nevada"
uw,60497197,2,"Thursday, January 24, 2013 09:50:41 UTC",47.4545,-122.7047,1.9,24.20,52,"Seattle-Tacoma urban area, Washington"
ak,10643951,2,"Thursday, January 24, 2013 09:50:24 UTC",60.7630,-151.7506,2.0,77.20,34,"Kenai Peninsula, Alaska"
nn,00400702,9,"Thursday, January 24, 2013 09:42:07 UTC",38.5611,-119.6157,1.4,12.00, 9,"Northern California"
us,c000euqx,7,"Thursday, January 24, 2013 09:35:54 UTC",-4.2135,122.8377,5.0,642.50,90,"Sulawesi, Indonesia"
ak,10646684,2,"Thursday, January 24, 2013 09:34:38 UTC",60.6698,-152.2482,1.7,96.70,15,"Southern Alaska"
nc,71927916,3,"Thursday, January 24, 2013 09:33:53 UTC",38.5548,-119.6160,2.3,8.80,15,"Northern California"
nn,00400699,9,"Thursday, January 24, 2013 09:28:30 UTC",38.5802,-119.5937,1.2,8.00,12,"Northern California"
us,c000euqv,7,"Thursday, January 24, 2013 09:28:29 UTC",27.7707,56.4141,4.2,10.00,28,"southern Iran"
ak,10646682,2,"Thursday, January 24, 2013 09:25:00 UTC",53.1685,-166.8258,1.9,19.20,12,"Fox Islands, Aleutian Islands, Alaska"
nn,00400698,9,"Thursday, January 24, 2013 09:21:31 UTC",38.5802,-119.5937,1.1,0.00,13,"Northern California"
nn,00400697,9,"Thursday, January 24, 2013 09:13:46 UTC",38.5494,-119.6236,1.4,10.10,12,"Northern California"
nc,71927906,0,"Thursday, January 24, 2013 09:12:01 UTC",38.5553,-119.6197,1.7,8.80, 8,"Northern California"
nn,00400695,9,"Thursday, January 24, 2013 09:05:59 UTC",38.5475,-119.6215,1.6,10.50,10,"Northern California"
ak,10646681,2,"Thursday, January 24, 2013 09:02:01 UTC",63.1481,-151.3759,1.1,12.20,15,"Central Alaska"
ak,10643940,2,"Thursday, January 24, 2013 09:01:28 UTC",62.3639,-148.5630,1.2,40.80,21,"Central Alaska"
ak,10643939,3,"Thursday, January 24, 2013 08:57:38 UTC",53.5737,-166.7955,2.3,69.30,18,"Fox Islands, Aleutian Islands, Alaska"
nn,00400694,9,"Thursday, January 24, 2013 08:56:12 UTC",38.5645,-119.6143,1.2,8.50,10,"Northern California"
nn,00400693,9,"Thursday, January 24, 2013 08:43:25 UTC",38.5417,-119.6602,1.1,16.00, 5,"Northern California"
ak,10643935,2,"Thursday, January 24, 2013 08:37:14 UTC",60.5025,-151.5132,1.7,77.50,20,"Kenai Peninsula, Alaska"
ak,10646677,2,"Thursday, January 24, 2013 08:34:38 UTC",60.1612,-152.7129,2.1,103.30,26,"Southern Alaska"
nc,71927896,0,"Thursday, January 24, 2013 08:33:01 UTC",38.7868,-122.7513,1.2,3.60,19,"Northern California"
nc,71927891,0,"Thursday, January 24, 2013 08:32:49 UTC",38.8160,-122.8198,1.1,2.80,22,"Northern California"
nn,00400690,9,"Thursday, January 24, 2013 08:30:12 UTC",38.5565,-119.6238,1.0,11.30,14,"Northern California"
nc,71927886,0,"Thursday, January 24, 2013 08:28:05 UTC",38.5542,-119.5930,1.8,1.20,11,"Northern California"
nc,71927876,3,"Thursday, January 24, 2013 08:25:24 UTC",38.5523,-119.6217,2.6,7.80,26,"Northern California"
nc,71069289,6,"Thursday, January 24, 2013 08:23:30 UTC",38.5683,-119.6157,2.8,1.50,14,"Northern California"
nc,71069294,2,"Thursday, January 24, 2013 08:23:19 UTC",38.5500,-119.6215,1.3,8.10,11,"Northern California"
nc,71927871,B,"Thursday, January 24, 2013 08:21:48 UTC",38.5590,-119.6203,3.7,6.00,38,"Northern California"
ci,15276985,2,"Thursday, January 24, 2013 08:18:45 UTC",34.0875,-117.3030,1.5,15.70,79,"Greater Los Angeles area, California"
nc,71927866,0,"Thursday, January 24, 2013 08:16:31 UTC",38.8170,-122.8207,1.4,2.60,21,"Northern California"
ci,15276977,2,"Thursday, January 24, 2013 08:07:43 UTC",35.9268,-117.7017,1.3,2.70,34,"Central California"
nn,00400684,9,"Thursday, January 24, 2013 08:06:42 UTC",36.6590,-116.3411,1.1,4.00,19,"Nevada"
nc,71927851,0,"Thursday, January 24, 2013 07:56:53 UTC",38.7710,-122.7162,1.3,2.20,17,"Northern California"
nn,00400683,9,"Thursday, January 24, 2013 07:55:38 UTC",37.1810,-117.3400,1.0,6.00,10,"Nevada"
nc,71927846,1,"Thursday, January 24, 2013 07:54:01 UTC",38.8113,-122.7955,1.8,1.50,30,"Northern California"
nc,71927836,4,"Thursday, January 24, 2013 07:42:21 UTC",36.0752,-120.6460,1.0,1.70,30,"Central California"
nc,71927831,2,"Thursday, January 24, 2013 07:41:21 UTC",35.6470,-120.9992,1.3,9.40,24,"Central California"
ak,10643906,2,"Thursday, January 24, 2013 07:41:07 UTC",51.5874,-178.1168,1.6,13.10,13,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000euq3,5,"Thursday, January 24, 2013 07:35:42 UTC",49.8255,87.6036,5.3,41.80,320,"Russia-Kazakhstan-Xinjiang border region"
ak,10643901,2,"Thursday, January 24, 2013 07:31:43 UTC",62.6365,-151.3069,1.4,17.40,20,"Central Alaska"
ci,15276961,2,"Thursday, January 24, 2013 07:30:41 UTC",33.1358,-116.4470,1.4,14.60,61,"Southern California"
ak,10646674,2,"Thursday, January 24, 2013 07:23:17 UTC",60.3205,-150.9578,1.6,60.50,18,"Kenai Peninsula, Alaska"
ak,10643898,2,"Thursday, January 24, 2013 07:22:37 UTC",61.1472,-151.1984,1.4,64.80,22,"Southern Alaska"
us,c000eupr,7,"Thursday, January 24, 2013 07:08:16 UTC",9.9707,-84.4496,4.9,62.80,279,"Costa Rica"
ak,10643893,2,"Thursday, January 24, 2013 07:02:46 UTC",51.6028,179.2820,2.3,75.30,17,"Rat Islands, Aleutian Islands, Alaska"
ak,10646671,2,"Thursday, January 24, 2013 07:00:16 UTC",62.4107,-149.3127,1.2,56.20,19,"Central Alaska"
nc,71927811,3,"Thursday, January 24, 2013 06:48:13 UTC",38.8107,-122.7945,1.9,1.40,60,"Northern California"
ak,10646670,2,"Thursday, January 24, 2013 06:42:47 UTC",50.1315,178.7892,2.7,25.40,18,"Rat Islands, Aleutian Islands, Alaska"
ak,10643885,2,"Thursday, January 24, 2013 06:42:40 UTC",65.6368,-145.2563,2.2,14.40,18,"northern Alaska"
nc,71927796,1,"Thursday, January 24, 2013 06:36:39 UTC",38.8108,-122.7953,1.4,1.40,22,"Northern California"
nc,71927791,1,"Thursday, January 24, 2013 06:35:19 UTC",38.8118,-122.7933,1.7,1.40,28,"Northern California"
ak,10646668,2,"Thursday, January 24, 2013 06:34:28 UTC",62.6962,-149.2235,1.1,57.00,14,"Central Alaska"
nc,71927786,3,"Thursday, January 24, 2013 06:30:00 UTC",36.5612,-121.1510,2.0,3.40,51,"Central California"
ak,10643875,3,"Thursday, January 24, 2013 06:26:04 UTC",51.0769,-179.8516,2.4,16.00,11,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71927781,2,"Thursday, January 24, 2013 06:24:25 UTC",37.6987,-119.4265,1.7,0.40,21,"Central California"
nc,71927776,2,"Thursday, January 24, 2013 06:23:54 UTC",37.6047,-119.0973,1.4,10.10,30,"Central California"
ci,15276945,2,"Thursday, January 24, 2013 06:22:44 UTC",34.1578,-116.4082,1.1,9.10,45,"Southern California"
ak,10643868,2,"Thursday, January 24, 2013 06:18:07 UTC",62.8430,-149.6541,1.4,72.40,22,"Central Alaska"
ak,10643867,2,"Thursday, January 24, 2013 06:10:24 UTC",61.8041,-148.9493,1.0,10.60,14,"Southern Alaska"
ak,10643861,3,"Thursday, January 24, 2013 06:07:37 UTC",59.8142,-153.0696,2.6,115.10,54,"Southern Alaska"
ci,15276937,2,"Thursday, January 24, 2013 05:53:39 UTC",33.6763,-116.7345,1.1,18.80,74,"Southern California"
nc,71927761,6,"Thursday, January 24, 2013 05:43:10 UTC",40.7610,-124.5218,2.6,21.50,28,"offshore Northern California"
nc,71927756,3,"Thursday, January 24, 2013 05:20:38 UTC",37.7183,-122.0053,1.7,15.80,65,"San Francisco Bay area, California"
nc,71927751,0,"Thursday, January 24, 2013 05:13:16 UTC",38.8215,-122.7640,1.1,2.40,19,"Northern California"
ak,10646662,2,"Thursday, January 24, 2013 05:09:27 UTC",62.2114,-150.0979,1.2,14.90,16,"Central Alaska"
uu,60011247,3,"Thursday, January 24, 2013 05:05:58 UTC",39.5588,-111.2732,1.1,1.90,17,"Utah"
uw,60497122,1,"Thursday, January 24, 2013 05:00:12 UTC",47.0395,-122.0877,1.4,0.00, 6,"Washington"
nc,71927741,0,"Thursday, January 24, 2013 04:52:53 UTC",38.7518,-122.7288,1.4,1.10,15,"Northern California"
us,c000eup1,5,"Thursday, January 24, 2013 04:51:06 UTC",27.8766,56.5569,4.6,9.90,50,"southern Iran"
uu,60011237,6,"Thursday, January 24, 2013 04:46:39 UTC",38.3238,-108.9905,3.9,1.20,27,"Colorado"
nn,00400674,9,"Thursday, January 24, 2013 04:43:29 UTC",38.1572,-117.9655,2.9,4.20,40,"Nevada"
nc,71927731,3,"Thursday, January 24, 2013 04:08:22 UTC",37.7448,-122.5772,1.0,8.20,15,"offshore Northern California"
ak,10643837,3,"Thursday, January 24, 2013 04:02:55 UTC",51.4823,-175.8410,2.3,33.40,14,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60011227,4,"Thursday, January 24, 2013 04:01:05 UTC",38.9972,-111.3453,1.5,2.90, 8,"Utah"
ak,10643831,2,"Thursday, January 24, 2013 03:48:46 UTC",58.5095,-150.6070,2.8,2.40,46,"Gulf of Alaska"
ak,10643828,3,"Thursday, January 24, 2013 03:44:13 UTC",63.1114,-150.4642,1.7,116.80,22,"Central Alaska"
nn,00400671,9,"Thursday, January 24, 2013 03:36:18 UTC",38.4501,-119.3115,1.0,7.00, 6,"Central California"
ak,10646655,2,"Thursday, January 24, 2013 02:34:43 UTC",63.1509,-150.0543,1.2,91.10,13,"Central Alaska"
nn,00400667,9,"Thursday, January 24, 2013 02:30:58 UTC",38.1516,-118.0040,1.8,12.70,13,"Nevada"
ak,10643810,2,"Thursday, January 24, 2013 02:30:57 UTC",61.5350,-146.4121,1.5,15.00,19,"Southern Alaska"
nn,00400664,9,"Thursday, January 24, 2013 02:28:02 UTC",38.1531,-117.9994,1.3,7.50, 8,"Nevada"
ak,10646653,2,"Thursday, January 24, 2013 02:27:52 UTC",63.0216,-149.7463,1.1,88.00,12,"Central Alaska"
pr,13024001,0,"Thursday, January 24, 2013 02:21:46 UTC",19.6485,-64.2967,3.0,61.00, 4,"Virgin Islands region"
ak,10646652,2,"Thursday, January 24, 2013 02:19:33 UTC",62.8439,-150.9616,1.5,103.20,15,"Central Alaska"
us,c000eun4,4,"Thursday, January 24, 2013 02:17:10 UTC",-16.6170,177.7066,5.1,34.10,120,"Fiji"
ak,10643806,2,"Thursday, January 24, 2013 02:07:22 UTC",51.9029,179.0764,2.9,164.50,16,"Rat Islands, Aleutian Islands, Alaska"
ak,10646650,2,"Thursday, January 24, 2013 01:56:21 UTC",63.1734,-150.3932,1.2,117.40,13,"Central Alaska"
ak,10643800,2,"Thursday, January 24, 2013 01:41:39 UTC",63.9441,-148.8175,1.4,0.00,22,"Central Alaska"
ak,10643799,2,"Thursday, January 24, 2013 01:39:42 UTC",62.8783,-149.6722,1.5,71.40,25,"Central Alaska"
ci,15276849,2,"Thursday, January 24, 2013 00:58:31 UTC",35.9265,-117.7018,1.0,2.80,31,"Central California"
nc,71927696,0,"Thursday, January 24, 2013 00:55:07 UTC",38.8237,-122.8033,1.4,0.00,14,"Northern California"
nc,71927691,0,"Thursday, January 24, 2013 00:54:46 UTC",38.8220,-122.8007,1.6,0.00,21,"Northern California"
nc,71927686,0,"Thursday, January 24, 2013 00:53:37 UTC",38.8197,-122.8008,1.1,0.50,14,"Northern California"
ak,10646646,2,"Thursday, January 24, 2013 00:18:44 UTC",51.6203,-178.4367,2.0,15.00,11,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13024000,0,"Thursday, January 24, 2013 00:08:30 UTC",19.5900,-64.4401,3.1,37.00, 9,"Virgin Islands region"
ak,10643763,2,"Thursday, January 24, 2013 00:07:02 UTC",64.9947,-147.3333,1.2,0.00, 9,"Central Alaska"
ak,10646644,2,"Thursday, January 24, 2013 00:04:52 UTC",60.0295,-153.0620,2.1,125.10,18,"Southern Alaska"
ak,10643761,2,"Thursday, January 24, 2013 00:04:07 UTC",61.0645,-152.7512,1.5,4.50,16,"Southern Alaska"
uw,60497082,1,"Thursday, January 24, 2013 00:04:06 UTC",44.3712,-121.0420,1.9,0.00, 7,"Oregon"
ak,10643755,2,"Wednesday, January 23, 2013 23:49:32 UTC",65.1170,-150.1293,1.2,0.50,13,"northern Alaska"
uw,60497077,1,"Wednesday, January 23, 2013 23:37:40 UTC",46.2150,-122.8780,1.8,0.00,14,"Washington"
nn,00400643,9,"Wednesday, January 23, 2013 23:32:10 UTC",38.1365,-118.0382,1.4,7.00,16,"Nevada"
nc,71927671,4,"Wednesday, January 23, 2013 23:15:46 UTC",38.8305,-122.8083,1.0,2.40,25,"Northern California"
nc,71927666,3,"Wednesday, January 23, 2013 23:14:38 UTC",36.7983,-121.2677,1.4,8.20,27,"Central California"
nc,71927661,1,"Wednesday, January 23, 2013 22:54:13 UTC",38.8438,-122.8292,1.6,2.50,25,"Northern California"
ak,10643722,2,"Wednesday, January 23, 2013 22:53:09 UTC",51.4903,-175.9010,1.7,18.40, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10643707,2,"Wednesday, January 23, 2013 22:40:29 UTC",58.8200,-154.5527,2.8,122.90,50,"Alaska Peninsula"
mb,13496898,2,"Wednesday, January 23, 2013 22:30:48 UTC",47.4483,-115.9910,1.5,2.00,18,"northern Idaho"
ak,10645918,2,"Wednesday, January 23, 2013 22:29:11 UTC",51.5255,-179.9908,2.0,65.80,11,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15276817,2,"Wednesday, January 23, 2013 22:28:36 UTC",32.9208,-117.4977,3.1,15.50,82,"Gulf of Santa Catalina, California"
ak,10643683,2,"Wednesday, January 23, 2013 22:20:49 UTC",63.0182,-150.3780,1.5,102.50,20,"Central Alaska"
ak,10643678,2,"Wednesday, January 23, 2013 22:18:37 UTC",61.6243,-150.4888,1.7,46.00,29,"Southern Alaska"
nc,71927646,0,"Wednesday, January 23, 2013 22:13:54 UTC",38.8060,-122.7897,1.0,2.00,10,"Northern California"
uw,60496962,1,"Wednesday, January 23, 2013 22:11:24 UTC",49.4102,-120.4937,2.4,0.00,14,"British Columbia, Canada"
ak,10643672,3,"Wednesday, January 23, 2013 22:05:30 UTC",50.2606,-175.8582,3.1,33.50,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10643668,2,"Wednesday, January 23, 2013 22:01:24 UTC",63.1623,-150.5451,1.5,119.00,17,"Central Alaska"
pr,13023008,0,"Wednesday, January 23, 2013 21:59:04 UTC",19.3104,-64.2417,2.9,85.00, 6,"Virgin Islands region"
nc,71927636,0,"Wednesday, January 23, 2013 21:49:34 UTC",38.8097,-122.8277,1.0,2.60,10,"Northern California"
ci,15276793,2,"Wednesday, January 23, 2013 21:38:11 UTC",32.6028,-116.9703,1.7,3.40,37,"San Diego County urban area, California"
us,c000euil,6,"Wednesday, January 23, 2013 21:34:32 UTC",43.1448,145.7090,5.2,59.50,257,"Hokkaido, Japan region"
ak,10643641,2,"Wednesday, January 23, 2013 21:32:17 UTC",62.8842,-149.5640,1.3,72.60,18,"Central Alaska"
us,c000euhy,B,"Wednesday, January 23, 2013 21:31:06 UTC",37.8082,141.5377,4.9,36.30,43,"near the east coast of Honshu, Japan"
ak,10643642,2,"Wednesday, January 23, 2013 21:29:47 UTC",60.0967,-150.6602,1.7,31.50,17,"Kenai Peninsula, Alaska"
ak,10643631,2,"Wednesday, January 23, 2013 21:14:13 UTC",61.2714,-150.8233,1.9,56.30,27,"Southern Alaska"
ak,10643626,2,"Wednesday, January 23, 2013 21:00:25 UTC",51.6082,-178.1633,2.0,2.10,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10643620,2,"Wednesday, January 23, 2013 20:48:17 UTC",51.6169,-178.0648,1.6,12.00,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10643618,2,"Wednesday, January 23, 2013 20:43:29 UTC",61.3764,-150.0398,1.4,42.10,13,"Southern Alaska"
ci,15276761,2,"Wednesday, January 23, 2013 20:42:00 UTC",35.8845,-118.3550,1.8,3.10,46,"Central California"
pr,13023007,0,"Wednesday, January 23, 2013 20:36:51 UTC",18.2180,-66.8991,1.7,9.00, 3,"Puerto Rico"
ci,15276753,2,"Wednesday, January 23, 2013 20:25:19 UTC",34.0027,-116.8215,1.0,14.40,24,"Southern California"
ak,10645907,2,"Wednesday, January 23, 2013 20:00:27 UTC",52.3164,-174.6797,2.2,204.40,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10643433,3,"Wednesday, January 23, 2013 19:58:40 UTC",60.3470,-152.3005,3.2,80.20,69,"Southern Alaska"
nc,71927586,2,"Wednesday, January 23, 2013 19:55:12 UTC",36.0717,-120.6502,1.4,3.20,47,"Central California"
nc,71927571,0,"Wednesday, January 23, 2013 19:37:05 UTC",38.8248,-122.7948,1.0,3.00,20,"Northern California"
nn,00400598,9,"Wednesday, January 23, 2013 19:36:03 UTC",38.1564,-118.0077,1.5,3.80,10,"Nevada"
uu,60011187,5,"Wednesday, January 23, 2013 19:25:59 UTC",37.7342,-112.9778,1.2,2.50, 7,"Utah"
nc,71927566,2,"Wednesday, January 23, 2013 19:20:13 UTC",37.4787,-118.8402,1.3,6.80,24,"Central California"
uu,60011182,2,"Wednesday, January 23, 2013 19:20:07 UTC",37.7667,-113.0045,1.7,1.60,10,"Utah"
nm,012413a,A,"Wednesday, January 23, 2013 19:09:03 UTC",36.2338,-89.6012,1.5,6.00,15,"Tennessee"
nc,71927551,2,"Wednesday, January 23, 2013 18:57:08 UTC",36.7577,-121.5930,1.2,0.00,23,"Central California"
ak,10643383,3,"Wednesday, January 23, 2013 18:51:39 UTC",51.6257,-178.4069,2.8,12.10,15,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71927536,1,"Wednesday, January 23, 2013 18:15:34 UTC",38.8353,-122.7775,1.8,2.70,30,"Northern California"
nc,71927531,0,"Wednesday, January 23, 2013 18:12:32 UTC",38.7948,-122.7865,1.2,0.60,18,"Northern California"
ak,10643350,2,"Wednesday, January 23, 2013 18:10:48 UTC",66.0290,-151.4674,3.0,6.70,35,"northern Alaska"
ak,10643346,3,"Wednesday, January 23, 2013 18:04:50 UTC",51.5824,-178.4258,3.0,0.50,16,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000etal,2,"Wednesday, January 23, 2013 18:01:56 UTC",37.8437,118.7116,4.5,14.90,32,"Shandong, China"
mb,13523744,2,"Wednesday, January 23, 2013 17:58:25 UTC",46.8504,-113.3555,1.3,3.90,28,"western Montana"
nc,71927526,5,"Wednesday, January 23, 2013 17:56:36 UTC",39.8633,-123.9650,2.2,0.10,24,"offshore Northern California"
ak,10645902,2,"Wednesday, January 23, 2013 17:55:33 UTC",55.0547,-161.0452,1.5,53.70, 9,"Alaska Peninsula"
ak,10643343,2,"Wednesday, January 23, 2013 17:53:47 UTC",61.3578,-149.9072,1.2,32.30,10,"Southern Alaska"
nc,71927521,0,"Wednesday, January 23, 2013 17:52:21 UTC",38.7897,-122.7778,1.1,3.10,21,"Northern California"
